Airline,Type of Traveller,Month Flown,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating
Air France,Couple Leisure,June 2022,5,1,4,2,4,4.555555555555555
Air France,Family Leisure,May 2022,3,3,5,4,3,3.666666666666666
Air France,Couple Leisure,June 2022,1,1,3,1,4,5.0
Air France,Family Leisure,June 2022,2,3,2,2,5,5.0
Air France,Solo Leisure,April 2022,2,4,3,4,5,4.555555555555555
Air France,Family Leisure,June 2022,2,2,4,1,1,1.4444444444444444
Air France,Solo Leisure,June 2022,4,1,4,3,2,1.0
Air France,Solo Leisure,April 2022,2,1,4,3,2,1.0
Air France,Business,May 2022,1,1,4,4,1,1.0
Air France,Solo Leisure,May 2022,2,1,3,4,5,4.111111111111111
Air France,Business,December 2021,1,5,1,5,3,3.666666666666666
Air France,Family Leisure,May 2022,5,1,3,1,1,1.0
Air France,Solo Leisure,April 2022,1,1,2,2,2,1.4444444444444444
Air France,Couple Leisure,May 2022,4,5,1,2,1,2.333333333333333
Air France,Solo Leisure,May 2022,1,3,1,2,5,5.0
Air France,Solo Leisure,September 2021,1,1,5,3,1,1.0
Air France,Family Leisure,April 2022,1,5,1,1,1,1.4444444444444444
Air France,Business,April 2022,4,5,5,3,1,1.0
Air France,Business,December 2021,3,3,1,1,3,3.666666666666666
Air France,Business,January 2022,2,4,5,1,1,1.0
Air France,Solo Leisure,January 2022,4,1,2,4,1,1.0
Air France,Business,April 2022,4,4,3,5,1,1.0
Air France,Couple Leisure,March 2022,5,5,1,1,1,1.0
Air France,Solo Leisure,March 2022,3,5,2,1,4,4.111111111111111
Air France,Solo Leisure,March 2022,3,4,1,1,1,1.0
Air France,Solo Leisure,November 2021,3,4,2,1,2,1.4444444444444444
Air France,Solo Leisure,March 2022,3,5,2,3,1,1.0
Air France,Solo Leisure,February 2022,3,5,5,5,1,1.4444444444444444
Air France,Solo Leisure,February 2022,5,4,2,4,5,4.111111111111111
Air France,Solo Leisure,February 2022,5,4,3,4,5,5.0
Air France,Solo Leisure,January 2022,5,3,1,4,3,1.0
Air France,Couple Leisure,January 2022,5,1,4,1,2,1.8888888888888888
Air France,Solo Leisure,November 2021,3,1,3,1,4,4.111111111111111
Air France,Solo Leisure,December 2021,3,3,4,5,3,4.111111111111111
Air France,Solo Leisure,December 2021,1,2,1,5,1,1.0
Air France,Solo Leisure,December 2021,3,4,5,1,5,4.555555555555555
Air France,Solo Leisure,August 2021,1,5,3,2,1,1.0
Air France,Solo Leisure,October 2021,3,5,4,5,4,4.111111111111111
Air France,Solo Leisure,October 2021,3,1,2,3,4,4.111111111111111
Air France,Solo Leisure,November 2021,2,1,4,5,5,5.0
Air France,Solo Leisure,November 2021,2,5,4,3,5,5.0
Air France,Solo Leisure,December 2021,2,1,1,1,1,1.0
Air France,Solo Leisure,December 2021,3,4,5,1,4,2.7777777777777777
Air France,Solo Leisure,November 2021,1,4,4,1,1,1.0
Air France,Business,November 2021,2,4,1,3,1,1.0
Air France,Solo Leisure,November 2021,4,1,1,3,1,1.0
Air France,Solo Leisure,October 2021,2,5,1,4,3,1.0
Air France,Business,October 2021,1,1,1,3,3,1.8888888888888888
Air France,Business,April 2021,3,2,4,3,3,1.0
Air France,Solo Leisure,October 2021,1,1,1,5,3,3.666666666666666
Air France,Solo Leisure,October 2021,2,1,2,3,5,4.555555555555555
Air France,Couple Leisure,September 2021,1,5,5,3,1,1.0
Air France,Business,August 2021,1,5,5,4,1,1.0
Air France,Solo Leisure,September 2021,2,5,1,5,5,5.0
Air France,Business,August 2021,3,1,2,3,1,1.0
Air France,Couple Leisure,August 2021,5,5,1,3,3,3.666666666666666
Air France,Solo Leisure,August 2021,3,3,1,3,1,1.4444444444444444
Air France,Business,August 2021,4,5,4,3,1,1.0
Air France,Family Leisure,July 2021,1,3,4,4,1,1.0
Air France,Solo Leisure,June 2021,1,2,1,5,1,1.0
Air France,Family Leisure,May 2021,3,5,1,1,1,1.0
Air France,Solo Leisure,May 2021,5,2,3,3,2,1.4444444444444444
Air France,Business,April 2021,3,4,3,5,2,1.4444444444444444
Air France,Solo Leisure,April 2021,1,2,2,4,5,5.0
Air France,Business,August 2020,5,5,4,1,1,1.0
Air France,Business,March 2021,2,3,1,4,5,4.555555555555555
Air France,Solo Leisure,March 2020,4,1,1,3,1,1.0
Air France,Business,October 2020,1,3,3,3,1,1.0
Air France,Solo Leisure,October 2020,2,5,5,3,5,5.0
Air France,Solo Leisure,October 2020,5,5,2,5,5,1.4444444444444444
Air France,Solo Leisure,August 2020,4,2,1,1,1,1.0
Air France,Solo Leisure,August 2020,2,5,2,4,1,1.0
Air France,Business,October 2020,1,5,3,2,4,3.666666666666666
Air France,Solo Leisure,September 2020,1,5,4,5,5,4.555555555555555
Air France,Solo Leisure,September 2020,1,1,4,2,1,1.0
Air France,Solo Leisure,September 2020,5,4,2,2,1,1.0
Air France,Couple Leisure,August 2020,4,2,1,5,5,4.555555555555555
Air France,Solo Leisure,August 2020,5,1,3,4,3,2.7777777777777777
Air France,Couple Leisure,April 2020,5,2,1,3,1,1.0
Air France,Couple Leisure,July 2020,1,5,1,3,1,1.0
Air France,Couple Leisure,June 2020,5,5,4,4,1,1.0
Air France,Solo Leisure,April 2020,3,2,5,1,4,4.111111111111111
Air France,Solo Leisure,September 2019,4,4,5,5,1,1.0
Air France,Solo Leisure,April 2020,4,4,2,3,4,4.555555555555555
Air France,Solo Leisure,March 2020,1,3,3,3,1,1.0
Air France,Solo Leisure,March 2020,4,1,1,3,1,1.0
Air France,Solo Leisure,March 2020,3,1,5,2,1,1.0
Air France,Family Leisure,March 2020,2,1,5,3,1,1.0
Air France,Couple Leisure,February 2020,1,5,3,3,1,1.0
Air France,Couple Leisure,February 2020,4,5,5,4,2,1.0
Air France,Solo Leisure,February 2020,4,5,3,1,5,5.0
Air France,Solo Leisure,February 2020,1,5,2,1,4,5.0
Air France,Couple Leisure,February 2020,4,1,5,5,4,1.8888888888888888
Air France,Solo Leisure,February 2020,1,4,3,4,1,1.0
Air France,Business,January 2020,2,1,3,3,1,1.0
Air France,Couple Leisure,February 2020,5,5,1,2,1,1.4444444444444444
Air France,Couple Leisure,February 2020,3,1,3,4,4,4.111111111111111
Air France,Solo Leisure,January 2020,4,3,3,3,5,4.111111111111111
Air France,Business,January 2020,1,5,5,4,5,5.0
Air France,Solo Leisure,January 2020,4,2,1,4,1,1.0
Air France,Solo Leisure,December 2019,1,2,3,2,1,1.8888888888888888
Air France,Business,January 2020,3,4,2,4,4,4.111111111111111
Air France,Solo Leisure,January 2020,1,5,1,1,1,1.4444444444444444
Air France,Solo Leisure,December 2019,1,4,4,1,3,3.2222222222222223
Air France,Family Leisure,January 2020,1,1,2,2,1,1.8888888888888888
Air France,Solo Leisure,January 2020,5,1,2,2,1,1.0
Air France,Solo Leisure,July 2019,1,4,4,2,4,4.555555555555555
Air France,Solo Leisure,October 2019,1,2,2,4,4,4.111111111111111
Air France,Business,December 2019,1,2,4,2,1,1.0
Air France,Couple Leisure,October 2019,4,3,3,4,2,1.4444444444444444
Air France,Couple Leisure,December 2019,4,1,4,2,1,1.0
Air France,Solo Leisure,December 2019,4,1,5,3,2,1.4444444444444444
Air France,Couple Leisure,December 2019,3,5,1,5,2,2.333333333333333
Air France,Family Leisure,December 2019,3,5,3,2,1,1.4444444444444444
Air France,Solo Leisure,November 2019,1,5,3,2,1,1.0
Air France,Solo Leisure,November 2019,2,3,5,1,4,3.666666666666666
Air France,Business,December 2019,2,5,2,4,5,1.0
Air France,Couple Leisure,November 2019,2,3,4,4,1,2.333333333333333
Air France,Solo Leisure,November 2019,3,2,4,1,5,5.0
Air France,Family Leisure,November 2019,1,2,5,3,1,1.0
Air France,Family Leisure,December 2019,5,1,3,5,1,1.0
Air France,Family Leisure,November 2019,5,3,4,5,1,1.0
Air France,Business,October 2019,5,5,1,4,5,4.111111111111111
Air France,Couple Leisure,November 2019,3,5,3,1,1,1.0
Air France,Solo Leisure,November 2019,4,4,2,3,2,1.0
Air France,Business,October 2019,3,1,5,1,5,5.0
Air France,Couple Leisure,October 2019,2,4,3,4,2,2.333333333333333
Air France,Solo Leisure,October 2019,2,4,4,2,1,1.0
Air France,Couple Leisure,October 2019,2,5,3,5,3,4.111111111111111
Air France,Family Leisure,October 2019,5,3,4,1,1,1.0
Air France,Solo Leisure,October 2019,5,4,1,1,4,4.111111111111111
Air France,Solo Leisure,October 2019,1,4,1,2,1,1.0
Air France,Family Leisure,August 2019,4,5,5,4,1,1.4444444444444444
Air France,Couple Leisure,October 2019,2,5,4,2,1,1.0
Air France,Family Leisure,September 2019,5,5,5,3,1,1.0
Air France,Business,October 2019,2,2,1,1,2,2.7777777777777777
Air France,Couple Leisure,June 2019,1,1,5,5,3,3.666666666666666
Air France,Solo Leisure,October 2019,1,1,2,4,5,5.0
Air France,Couple Leisure,September 2019,1,4,1,3,5,5.0
Air France,Couple Leisure,September 2019,5,3,5,3,3,2.333333333333333
Air France,Business,September 2019,4,5,2,1,2,3.2222222222222223
Air France,Solo Leisure,September 2019,5,2,4,5,3,2.333333333333333
Air France,Solo Leisure,September 2019,2,1,4,3,3,2.333333333333333
Air France,Family Leisure,August 2019,3,1,1,2,3,2.333333333333333
Air France,Solo Leisure,August 2019,2,5,2,5,5,5.0
Air France,Family Leisure,August 2019,2,3,3,4,4,3.666666666666666
Air France,Solo Leisure,August 2019,2,1,1,4,1,1.0
Air France,Solo Leisure,August 2019,1,5,3,3,4,4.555555555555555
Air France,Solo Leisure,August 2019,5,2,5,4,1,1.8888888888888888
Air France,Family Leisure,June 2019,2,5,3,5,1,1.4444444444444444
Air France,Couple Leisure,July 2019,2,5,2,4,2,1.4444444444444444
Air France,Family Leisure,July 2019,4,5,1,4,1,1.4444444444444444
Air France,Family Leisure,July 2019,2,5,4,5,5,5.0
Air France,Solo Leisure,June 2019,5,5,3,5,1,1.0
Air France,Business,June 2019,1,4,5,2,4,5.0
Air France,Business,March 2019,1,5,5,5,1,1.4444444444444444
Air France,Couple Leisure,June 2019,4,5,5,1,1,1.4444444444444444
Air France,Solo Leisure,June 2019,2,5,2,5,5,5.0
Air France,Solo Leisure,June 2019,4,4,4,2,4,3.666666666666666
Air France,Couple Leisure,May 2019,5,2,5,3,1,1.0
Air France,Couple Leisure,May 2019,3,2,2,5,1,1.8888888888888888
Air France,Business,May 2019,4,5,5,3,5,5.0
Air France,Solo Leisure,May 2019,5,1,5,1,4,4.555555555555555
Air France,Solo Leisure,May 2019,1,1,3,5,4,4.555555555555555
Air France,Solo Leisure,May 2019,4,1,1,1,5,5.0
Air France,Couple Leisure,February 2019,5,5,5,2,3,1.0
Air France,Business,May 2019,1,3,4,5,1,1.0
Air France,Couple Leisure,May 2019,4,3,4,4,1,1.4444444444444444
Air France,Couple Leisure,May 2019,1,3,1,5,5,4.111111111111111
Air France,Business,May 2019,1,1,5,3,1,1.8888888888888888
Air France,Couple Leisure,April 2019,4,5,5,4,4,1.4444444444444444
Air France,Couple Leisure,May 2019,4,2,5,4,2,1.4444444444444444
Air France,Family Leisure,October 2018,1,5,3,2,4,2.7777777777777777
Air France,Solo Leisure,April 2019,1,4,1,4,1,1.0
Air France,Couple Leisure,April 2019,5,4,4,2,2,2.7777777777777777
Air France,Couple Leisure,April 2019,1,5,1,1,3,3.2222222222222223
Air France,Business,April 2019,3,1,3,5,3,4.555555555555555
Air France,Solo Leisure,April 2019,4,4,1,5,1,1.0
Air France,Business,April 2019,1,4,5,3,2,2.333333333333333
Air France,Business,April 2019,4,5,3,4,1,1.0
Air France,Couple Leisure,February 2019,2,4,2,1,2,1.4444444444444444
Air France,Couple Leisure,March 2019,1,2,2,5,5,5.0
Air France,Solo Leisure,April 2019,5,5,2,3,2,1.8888888888888888
Air France,Solo Leisure,March 2019,4,1,4,5,1,1.0
Air France,Family Leisure,March 2019,3,3,5,3,5,4.555555555555555
Air France,Couple Leisure,March 2019,1,3,1,3,1,1.4444444444444444
Air France,Solo Leisure,March 2019,1,1,1,5,4,3.666666666666666
Air France,Couple Leisure,March 2019,4,4,3,1,4,4.555555555555555
Air France,Solo Leisure,March 2019,3,5,2,4,5,4.111111111111111
Air France,Solo Leisure,March 2019,5,3,5,5,4,4.111111111111111
Air France,Business,March 2019,2,3,4,3,1,1.0
Air France,Couple Leisure,March 2019,1,5,2,5,1,1.0
Air France,Solo Leisure,February 2019,3,4,3,4,5,5.0
Air France,Couple Leisure,February 2019,1,4,3,5,1,1.8888888888888888
Air France,Business,February 2019,5,4,3,3,1,1.0
Air France,Solo Leisure,February 2019,3,3,5,2,4,3.666666666666666
Air France,Couple Leisure,January 2019,4,5,2,5,5,5.0
Air France,Business,August 2018,4,5,1,5,2,1.4444444444444444
Air France,Family Leisure,February 2019,2,4,5,3,1,1.0
Air France,Solo Leisure,February 2019,3,5,1,5,1,2.333333333333333
Air France,Solo Leisure,February 2019,1,3,1,3,4,4.555555555555555
Air France,Couple Leisure,January 2019,3,5,1,3,1,1.8888888888888888
Air France,Family Leisure,January 2019,5,5,4,3,3,3.666666666666666
Air France,Family Leisure,December 2018,4,4,4,4,3,3.666666666666666
Air France,Couple Leisure,January 2019,3,4,2,1,2,1.0
Air France,Solo Leisure,January 2019,3,5,2,4,5,4.555555555555555
Air France,Solo Leisure,January 2019,4,5,5,3,2,2.7777777777777777
Air France,Solo Leisure,January 2019,1,1,1,2,5,4.555555555555555
Air France,Couple Leisure,January 2019,4,5,4,5,3,1.4444444444444444
Air France,Couple Leisure,December 2018,3,5,3,4,4,3.2222222222222223
Air France,Couple Leisure,December 2018,2,2,1,1,3,1.0
Air France,Solo Leisure,January 2019,3,1,5,2,1,1.0
Air France,Family Leisure,January 2019,3,5,4,5,5,4.555555555555555
Air France,Business,January 2019,1,3,5,5,1,2.333333333333333
Air France,Family Leisure,January 2019,4,1,4,5,5,4.555555555555555
Air France,Solo Leisure,January 2019,5,1,1,3,1,1.4444444444444444
Air France,Solo Leisure,January 2019,3,1,5,4,2,2.7777777777777777
Air France,Solo Leisure,December 2018,1,1,2,3,4,5.0
Air France,Solo Leisure,December 2018,1,1,5,1,3,2.333333333333333
Air France,Family Leisure,November 2018,3,5,4,3,1,1.0
Air France,Solo Leisure,December 2018,3,1,4,2,1,1.0
Air France,Business,December 2018,3,5,3,5,5,5.0
Air France,Solo Leisure,September 2018,1,4,2,5,2,2.333333333333333
Air France,Business,November 2018,1,2,4,3,2,2.7777777777777777
Air France,Business,November 2018,1,3,4,4,2,1.4444444444444444
Air France,Solo Leisure,November 2018,3,4,5,3,5,3.666666666666666
Air France,Couple Leisure,November 2018,4,4,4,1,1,1.0
Air France,Couple Leisure,November 2018,1,3,4,4,1,1.0
Air France,Solo Leisure,November 2018,1,4,1,2,4,3.666666666666666
Air France,Couple Leisure,October 2018,5,3,1,3,5,5.0
Air France,Business,October 2018,4,4,3,1,1,1.0
Air France,Couple Leisure,October 2018,4,5,4,5,5,4.111111111111111
Air France,Family Leisure,October 2018,2,5,4,3,5,5.0
Air France,Business,October 2018,2,4,1,4,1,1.0
Air France,Couple Leisure,October 2018,4,1,5,4,5,4.555555555555555
Air France,Family Leisure,October 2018,5,5,3,2,2,1.0
Air France,Business,October 2018,4,5,4,4,4,4.555555555555555
Air France,Business,October 2018,3,4,4,4,4,4.555555555555555
Air France,Couple Leisure,September 2018,3,4,5,4,3,1.8888888888888888
Air France,Solo Leisure,October 2018,1,1,1,3,5,5.0
Air France,Solo Leisure,October 2018,4,3,4,4,5,4.111111111111111
Air France,Solo Leisure,October 2018,4,5,5,3,3,3.666666666666666
Air France,Business,October 2018,2,1,5,4,1,1.0
Air France,Solo Leisure,October 2018,5,2,5,4,4,4.111111111111111
Air France,Solo Leisure,October 2018,1,5,5,5,3,4.555555555555555
Air France,Solo Leisure,September 2018,3,3,5,2,1,1.0
Air France,Family Leisure,August 2018,5,3,4,4,1,1.0
Air France,Solo Leisure,September 2018,4,2,3,1,1,1.8888888888888888
Air France,Family Leisure,August 2018,1,4,5,1,1,1.0
Air France,Couple Leisure,September 2018,3,4,5,4,1,1.0
Air France,Business,September 2018,4,3,4,3,1,1.0
Air France,Couple Leisure,September 2018,1,1,5,5,2,1.4444444444444444
Air France,Business,September 2018,3,5,2,3,1,1.4444444444444444
Air France,Business,September 2018,5,5,5,3,1,1.0
Air France,Business,September 2018,1,3,3,5,1,1.0
Air France,Couple Leisure,August 2018,3,1,5,3,5,4.555555555555555
Air France,Couple Leisure,August 2018,1,4,2,4,1,1.4444444444444444
Air France,Solo Leisure,August 2018,3,2,3,2,3,2.333333333333333
Air France,Couple Leisure,August 2018,3,3,4,5,1,1.0
Air France,Couple Leisure,August 2018,3,5,5,5,3,1.8888888888888888
Air France,Family Leisure,August 2018,2,4,1,3,1,2.333333333333333
Air France,Business,August 2018,1,3,4,1,5,4.111111111111111
Air France,Couple Leisure,December 2017,3,4,2,2,4,3.666666666666666
Air France,Business,August 2018,5,4,3,5,1,1.0
Air France,Solo Leisure,July 2018,3,1,3,5,1,1.4444444444444444
Air France,Couple Leisure,August 2018,4,2,4,3,1,1.0
Air France,Solo Leisure,August 2018,1,3,1,2,2,1.4444444444444444
Air France,Solo Leisure,July 2018,2,3,4,5,4,4.111111111111111
Air France,Couple Leisure,August 2018,4,1,1,4,1,1.4444444444444444
Air France,Couple Leisure,July 2018,2,3,5,2,3,2.333333333333333
Air France,Business,August 2017,4,5,5,3,1,1.0
Air France,Couple Leisure,June 2018,4,4,5,3,3,2.7777777777777777
Air France,Couple Leisure,July 2018,4,4,3,5,1,1.0
Air France,Solo Leisure,July 2018,4,1,3,3,1,1.4444444444444444
Air France,Solo Leisure,July 2018,1,4,3,4,5,4.111111111111111
Air France,Couple Leisure,July 2018,2,5,4,4,2,1.0
Air France,Business,July 2018,3,5,4,2,3,1.0
Air France,Solo Leisure,July 2018,3,4,2,5,1,1.0
Air France,Solo Leisure,July 2018,1,5,3,5,2,1.8888888888888888
Air France,Family Leisure,July 2018,1,4,3,4,3,2.333333333333333
Air France,Couple Leisure,March 2018,3,3,3,3,5,5.0
Air France,Couple Leisure,June 2018,5,4,5,2,2,1.0
Air France,Couple Leisure,July 2018,4,3,3,2,1,1.4444444444444444
Air France,Solo Leisure,July 2018,5,1,1,2,5,5.0
Air France,Solo Leisure,June 2018,3,5,2,2,2,1.4444444444444444
Air France,Family Leisure,June 2018,5,5,3,1,2,1.0
Air France,Business,June 2018,1,4,4,3,1,1.0
Air France,Couple Leisure,June 2018,4,3,1,3,1,1.0
Air France,Family Leisure,June 2018,4,5,1,5,4,3.666666666666666
Air France,Solo Leisure,August 2017,4,4,5,1,3,3.2222222222222223
Air France,Solo Leisure,June 2018,1,5,3,5,1,1.4444444444444444
Air France,Family Leisure,June 2018,3,3,3,4,1,1.0
Air France,Solo Leisure,June 2018,4,1,1,5,4,4.555555555555555
Air France,Couple Leisure,May 2018,2,5,3,4,5,5.0
Air France,Couple Leisure,May 2018,1,5,3,5,2,2.7777777777777777
Air France,Family Leisure,May 2018,4,1,5,3,1,1.0
Air France,Business,May 2018,4,5,5,5,2,1.8888888888888888
Air France,Business,May 2018,4,4,3,5,1,1.0
Air France,Business,May 2018,1,5,3,1,1,1.0
Air France,Solo Leisure,May 2018,5,4,5,1,5,4.555555555555555
Air France,Couple Leisure,March 2018,4,5,4,5,4,3.666666666666666
Air France,Solo Leisure,October 2017,3,5,4,4,5,3.666666666666666
Air France,Business,May 2018,1,5,2,5,1,1.0
Air France,Couple Leisure,May 2018,5,4,2,1,1,1.0
Air France,Business,April 2018,1,4,3,4,3,2.333333333333333
Air France,Couple Leisure,April 2018,5,4,5,4,1,1.0
Air France,Family Leisure,December 2017,3,5,4,3,1,1.4444444444444444
Air France,Solo Leisure,April 2018,3,3,1,4,1,1.0
Air France,Solo Leisure,November 2017,3,4,3,2,1,1.0
Air France,Solo Leisure,April 2018,3,5,1,2,2,3.666666666666666
Air France,Solo Leisure,April 2018,4,3,3,5,5,5.0
Air France,Solo Leisure,April 2018,4,4,5,3,5,4.111111111111111
Air France,Solo Leisure,April 2018,4,5,4,5,5,4.555555555555555
Air France,Family Leisure,April 2018,3,2,4,4,1,1.0
Air France,Business,April 2018,4,3,4,2,2,2.333333333333333
Air France,Solo Leisure,March 2018,5,2,3,5,4,4.555555555555555
Air France,Business,March 2018,4,5,3,3,1,1.8888888888888888
Air France,Solo Leisure,March 2018,5,3,3,3,4,4.111111111111111
Air France,Solo Leisure,February 2018,4,4,3,5,4,3.666666666666666
Air France,Solo Leisure,March 2018,5,3,3,4,3,4.111111111111111
Air France,Couple Leisure,March 2018,3,5,5,5,1,1.4444444444444444
Air France,Couple Leisure,March 2018,1,1,1,3,3,3.2222222222222223
Air France,Couple Leisure,February 2018,5,3,5,5,4,4.111111111111111
Air France,Solo Leisure,March 2018,3,1,5,4,1,1.4444444444444444
Air France,Couple Leisure,February 2018,4,5,1,4,2,1.4444444444444444
Air France,Business,March 2018,5,2,5,4,1,1.0
Air France,Business,March 2018,2,4,5,4,4,4.555555555555555
Air France,Solo Leisure,March 2018,2,1,4,3,5,4.555555555555555
Air France,Business,March 2018,3,1,3,3,1,1.0
Air France,Couple Leisure,February 2018,5,5,4,2,5,5.0
Air France,Solo Leisure,January 2018,3,4,5,3,1,1.4444444444444444
Air France,Business,February 2018,3,5,3,4,5,5.0
Air France,Family Leisure,February 2018,3,3,5,3,4,3.666666666666666
Air France,Family Leisure,February 2018,1,3,5,3,5,4.555555555555555
Air France,Solo Leisure,February 2018,3,2,5,4,4,1.8888888888888888
Air France,Family Leisure,February 2018,4,4,4,2,1,1.0
Air France,Family Leisure,May 2017,1,3,1,4,5,5.0
Air France,Business,February 2018,4,4,5,4,1,1.0
Air France,Family Leisure,October 2017,1,4,1,4,4,4.555555555555555
Air France,Business,February 2018,3,5,2,5,2,2.333333333333333
Air France,Solo Leisure,January 2018,1,3,1,2,3,4.555555555555555
Air France,Solo Leisure,January 2018,1,4,5,2,4,4.111111111111111
Air France,Couple Leisure,January 2018,5,5,1,5,4,4.111111111111111
Air France,Solo Leisure,December 2017,3,3,2,4,5,5.0
Air France,Couple Leisure,January 2018,4,1,3,3,5,5.0
Air France,Family Leisure,January 2018,1,5,1,5,5,5.0
Air France,Family Leisure,December 2017,1,5,5,5,5,4.555555555555555
Air France,Couple Leisure,January 2018,1,1,5,4,3,4.555555555555555
Air France,Couple Leisure,December 2017,3,5,4,3,1,1.8888888888888888
Air France,Solo Leisure,November 2017,3,5,3,1,5,4.555555555555555
Air France,Solo Leisure,October 2017,3,5,5,5,5,5.0
Air France,Solo Leisure,December 2017,4,2,3,3,5,5.0
Air France,Family Leisure,December 2017,4,3,4,5,1,1.8888888888888888
